주차장명,주소,주차장 종류명,운영구분명,전화번호,주차 면(주차 가능 차량 수),유무료구분명,평일 운영 시작시각(HHMM),평일 운영 종료시각(HHMM),주말 운영 시작시각(HHMM),주말 운영 종료시각(HHMM),공휴일 운영 시작시각(HHMM),공휴일 운영 종료시각(HHMM),"토요일 유,무료 구분명","공휴일 유,무료 구분명",월 정기권 금액,기본 주차 요금,기본 주차 시간(분 단위),추가 단위 요금,추가 단위 시간(분 단위),일 최대 요금,위도,경도
청계천 주변(구),동대문구 신설동 94-4,노상 주차장,시간제 주차장,,23,유료,900,1900,900,1500,0,0,무료,유료,120000,500,10,0,0,0,37.57315559,127.0277657
청계천 주변(구),동대문구 용두동 255-41,노상 주차장,시간제 주차장,,29,유료,900,1900,900,1500,0,0,무료,유료,120000,500,10,0,0,0,37.57210342,127.028057
신일피혁주변(구),동대문구 장안동 480-9,노상 주차장,시간제 주차장,,17,유료,900,1900,900,1500,0,0,무료,유료,120000,500,10,0,0,0,37.56533942,127.0677375
회기역주변 공영주차장(구),동대문구 휘경동 255-3 ,노상 주차장,시간제 주차장,02-2247-9664~6,85,유료,900,1900,900,1500,0,0,무료,유료,120000,500,10,500,10,36000,37.59035154,127.0609514
정화여상 노상(구),동대문구 제기동 855-0,노상 주차장,시간제 주차장,,74,유료,900,1900,900,1500,0,0,무료,유료,120000,500,10,500,10,36000,37.5855024,127.0405032
서서울(구),양천구 신월동 267-8,노외 주차장,시간제 + 거주자 주차장,02-2620-1386,70,유료,0,2400,0,2400,0,2400,무료,무료,50000,50,5,50,5,9000,37.52814337,126.8319454
석계역 앞(구),노원구 월계동 60-1,노외 주차장,시간제 주차장,02-942-8882,29,유료,1000,1900,1100,1800,0,0,무료,유료,50000,100,5,100,5,0,37.61572968,127.0651839
상계역 서측 주택가 공영주차장(구),노원구 상계동 169-409,노외 주차장,시간제 주차장,,10,유료,1000,1900,1000,1800,0,0,무료,유료,0,150,5,150,5,0,37.6600464,127.0710559
서울약령시공영주차장(구),동대문구 제기동 1082-0,노외 주차장,시간제 주차장,070-5088-2390,199,유료,0,2400,0,2400,0,2400,무료,무료,170000,500,10,500,10,20000,37.58066496,127.0376321
방배1동 공영주차장(구),서초구 방배동 328-1,노외 주차장,시간제 주차장,,123,유료,0,2400,0,2400,0,2400,무료,무료,120000,300,10,300,10,0,37.48549233,126.992476
양재근린공원 공영주차장(구),서초구 양재동 311,노외 주차장,시간제 주차장,010-6320-5855,102,유료,0,2400,0,2400,0,2400,무료,무료,120000,300,10,300,10,0,37.47158991,127.0424135
방배역 노상 공영주차장(구),서초구 방배동 91-16 ,노상 주차장,시간제 주차장,010-3378-9822,10,유료,900,2100,900,2100,900,2100,무료,무료,0,500,10,500,10,0,37.48266573,126.9967166
한강로2가동(구),용산구 한강로2가 412-0,노상 주차장,시간제 주차장,,12,유료,900,1900,900,1500,0,0,무료,유료,0,250,5,0,0,0,37.52947024,126.9695842
밤고개로21길 공영주차장(구),강남구 율현동 77-5,노외 주차장,시간제 주차장,02-2176-0907,124,유료,0,2400,0,2400,0,2400,무료,무료,70000,100,5,100,5,0,37.47354638,127.1144114
이태원1동공영(구),용산구 이태원동 22-36,노상 주차장,시간제 주차장,,11,유료,900,1900,900,1500,0,0,무료,유료,0,250,5,0,0,0,37.53084609,126.9958322
천호3동 제2공영주차장(시),강동구 천호동 174-1,노외 주차장,시간제 주차장,02-478-6147,199,유료,0,2400,0,2400,0,2400,무료,무료,80000,150,5,150,5,0,37.54075002,127.1340836
세종로주차장(시),종로구 세종로 80-1,노외 주차장,시간제 주차장,02-2290-6566,1270,유료,0,2400,0,2400,0,2400,무료,무료,180000,300,5,300,5,0,37.57340269,126.9758843
서인사마당공영(구),종로구 견지동 85-18,노외 주차장,시간제 주차장,02-2236-0052,45,유료,800,2200,800,2200,800,2200,무료,무료,250000,400,5,400,5,0,37.57352191,126.9838041
종묘주차장(시),종로구 훈정동 2-0,노외 주차장,시간제 주차장,02-2290-6166,1323,유료,0,2400,0,2400,0,2400,무료,무료,180000,400,5,400,5,0,37.57150398,126.9949689
명광교회공영주차장(구),종로구 명륜3가 12-0,노외 주차장,시간제 주차장,02-2236-0052,8,유료,0,2400,0,2400,0,2400,무료,무료,180000,250,5,250,5,0,37.58674057,126.9964757
창신1동공영주차장(창일공영)(구),종로구 창신동 82-0,노외 주차장,시간제 + 거주자 주차장,02-2236-0052,89,유료,900,1800,900,1800,900,1800,무료,무료,0,2000,240,0,0,5000,37.57488143,127.0150838
동묘공영주차장(구),종로구 숭인동 227-8,노외 주차장,시간제 + 거주자 주차장,02-2236-0052,27,유료,900,1800,0,0,0,0,무료,무료,0,400,5,400,5,0,37.57328256,127.0189327
다동공원 제4부지 공영주차장(구),중구 다동 39-3,노외 주차장,시간제 + 거주자 주차장,02-756-7008,15,유료,900,2300,900,2300,0,0,무료,무료,350000,400,5,400,5,0,37.56823533,126.9802511
훈련원공원주차장(시),중구 을지로5가 40-3,노외 주차장,시간제 주차장,02-2290-6382,878,유료,0,2400,0,2400,0,2400,무료,무료,180000,400,5,0,0,0,37.56740014,127.0035206
묵정공원지하 공영주차장(구),중구 충무로5가 21-0,노외 주차장,시간제 + 거주자 주차장,02-2280-8370,502,유료,0,2400,0,2400,0,2400,무료,무료,180000,400,5,400,5,0,37.56379141,126.9997956
초동 공영주차장(구),중구 초동 64-11,노외 주차장,시간제 + 거주자 주차장,02-2261-8360,73,유료,700,2300,1000,1900,800,1700,무료,무료,200000,400,5,400,5,0,37.56416856,126.9921356
동화동공영주차장(구),중구 신당동 52-7,노외 주차장,시간제 + 거주자 주차장,02-2256-1517,129,유료,1100,2000,1100,1600,0,0,무료,무료,140000,150,5,150,5,0,37.56137409,127.0190004
신당역공영주차장(구),중구 신당동 140-29,노외 주차장,시간제 + 거주자 주차장,02-2280-8360,26,유료,700,2300,900,1800,900,1800,무료,무료,240000,250,5,250,5,0,37.56535145,127.0206965
성곽공영주차장(구),중구 신당동 432-2026,노외 주차장,시간제 + 거주자 주차장,02-2252-3369,46,유료,0,2400,0,2400,0,2400,무료,무료,140000,150,5,150,5,0,37.55054127,127.0048432
청구공영주차장(구),중구 신당동 330-17,노외 주차장,시간제 + 거주자 주차장,02-2280-8360,51,유료,0,2400,0,2400,0,2400,무료,무료,240000,250,5,250,5,0,37.55897429,127.0134054
충현공영주차장(구),중구 신당동 432-462,노외 주차장,시간제 + 거주자 주차장,02-2231-1444,111,유료,0,2400,0,2400,0,2400,무료,무료,140000,150,5,150,5,0,37.55220869,127.0056811
다산동 공영주차장(구),중구 신당동 432-1584,노외 주차장,시간제 + 거주자 주차장,02-2238-3379,86,유료,1100,2000,1100,1600,0,0,무료,무료,140000,150,5,150,5,0,37.55454233,127.0085243
버티 공영주차장(구),중구 신당동 432-1693,노외 주차장,시간제 + 거주자 주차장,02-2234-9747,92,유료,0,2400,0,2400,0,2400,무료,무료,140000,150,5,150,5,0,37.54909105,127.0059107
동산공영주차장(구),중구 신당동 333-260,노외 주차장,시간제 + 거주자 주차장,02-2280-8360,83,유료,0,2400,0,2400,0,2400,무료,무료,140000,150,5,150,5,0,37.55634366,127.0159761
서소문 삼성생명뒤 공영주차장(구),중구 서소문동 122-0,노외 주차장,시간제 주차장,02-310-9588,50,유료,700,2300,900,1800,900,1800,무료,무료,350000,400,5,400,5,0,37.56174725,126.9743227
문화공영주차장(구),중구 신당동 425-1,노외 주차장,시간제 + 거주자 주차장,02-2252-5314,31,유료,700,2300,900,1800,900,1800,무료,무료,140000,150,5,150,5,0,37.55654107,127.0109609
신당사거리공영주차장(구),중구 신당동 110-1,노외 주차장,시간제 + 거주자 주차장,02-2280-8360,45,유료,700,2300,900,1800,900,1800,무료,무료,240000,250,5,250,5,0,37.56512357,127.0170201
약수동공영주차장(구),중구 신당동 349-234,노외 주차장,시간제 + 거주자 주차장,02-2280-8360,90,유료,0,2400,0,2400,0,2400,무료,무료,140000,150,5,150,5,0,37.55222214,127.0133576
장충공영주차장(구),중구 장충동2가 193-39,노외 주차장,시간제 + 거주자 주차장,02-2280-8360,106,유료,0,2400,0,2400,0,2400,무료,무료,140000,150,5,150,5,0,37.56001,127.0013165
손기정체육공원 공영주차장(구),중구 만리동2가 6-1,노외 주차장,시간제 + 거주자 주차장,02-364-7003,162,유료,0,2400,0,2400,0,2400,무료,무료,140000,150,5,150,5,0,37.55559696,126.964973
서계동공영주차장(구),용산구 서계동 276-5,노외 주차장,시간제 주차장,,36,유료,0,2400,0,2400,0,2400,무료,무료,140000,150,5,150,5,0,37.55163663,126.9643958
신창공영주차장(구),용산구 신창동 53-1,노외 주차장,시간제 주차장,02-711-1924,110,유료,0,2400,0,2400,0,2400,무료,무료,140000,150,5,150,5,0,37.5353106,126.9552132
용문동주차장(구),용산구 도원동 4-5,노외 주차장,시간제 주차장,02-749-5314,41,유료,0,2400,0,2400,0,2400,무료,무료,98000,150,5,150,5,0,37.53894931,126.9575677
용산전자상가3(구),용산구 한강로3가 19-2,노외 주차장,시간제 주차장,02-707-3195,167,유료,800,2200,800,2200,800,2200,무료,무료,130000,250,5,250,5,0,37.53258192,126.9603249
용산전자상가5(구),용산구 한강로3가 2-1,노외 주차장,시간제 주차장,02-707-3164,42,유료,800,2200,800,2200,800,2200,무료,무료,130000,250,5,250,5,0,37.53381412,126.9634154
용산전자상가2(구),용산구 한강로3가 14-1,노외 주차장,시간제 주차장,02-707-3149,196,유료,800,2200,800,2200,800,2200,무료,무료,130000,250,5,250,5,0,37.53266756,126.9630887
용산전자상가1(구),용산구 한강로3가 12-0,노외 주차장,시간제 주차장,02-707-3105,202,유료,800,2200,800,2200,800,2200,무료,무료,130000,250,5,250,5,0,37.53204956,126.96478
한남유수지공영주차장(구),용산구 한남동 522-44,노외 주차장,시간제 주차장,02-749-9631,85,유료,0,2400,0,2400,0,2400,무료,무료,120000,150,5,150,5,0,37.5298673,127.0074007
이태원2동 공영주차장(구),용산구 이태원동 227-9,노외 주차장,시간제 주차장,02-796-3472,112,유료,0,2400,0,2400,0,2400,무료,무료,160000,250,5,250,5,0,37.54036639,126.9926584
한강진역공영주차장(시),용산구 한남동 728-27,노외 주차장,시간제 주차장,02-795-6406,180,유료,0,2400,0,2400,0,2400,무료,무료,120000,250,5,250,5,0,37.53952175,127.0025796
하왕십리(건물)(구),성동구 하왕십리동 955-34,노외 주차장,시간제 주차장,02-2204-7965,101,유료,0,2400,0,2400,0,2400,무료,무료,70000,100,5,100,5,10000,37.56039538,127.0279149
용산주차빌딩(시),용산구 한강로2가 12-9,노외 주차장,시간제 주차장,02-2290-6014,565,유료,0,2400,0,2400,0,2400,무료,무료,120000,250,5,250,5,0,37.53436379,126.9654182
용산2가소월주차장(구),용산구 용산동2가 11-0,노외 주차장,시간제 주차장,02-749-5314,56,유료,0,2400,0,2400,0,2400,무료,무료,140000,150,5,150,5,0,37.54621474,126.9855822
응봉동(건물)(구),성동구 행당동 341-59,노외 주차장,시간제 주차장,02-2298-7596,71,유료,0,2400,0,2400,0,2400,무료,무료,50000,50,5,50,5,5000,37.55334376,127.0307424
도선동(지하)(구),성동구 홍익동 369-0,노외 주차장,시간제 주차장,02-3395-9480,186,유료,0,2400,0,2400,0,2400,무료,무료,70000,100,5,100,5,10000,37.565567,127.0316914
홍익동(건물)(구),성동구 홍익동 252-0,노외 주차장,시간제 주차장,02-3395-9490 ,85,유료,0,2400,0,2400,0,2400,무료,무료,70000,100,5,100,5,10000,37.5656391,127.033905
금호초등학교(건물)(구),성동구 금호동2가 511-0,노외 주차장,시간제 주차장,02-2252-9664,124,유료,0,2400,0,2400,0,2400,무료,무료,70000,100,5,100,5,10000,37.55257521,127.0201586
성수1가1동(건물)(구),성동구 성수동1가 656-260,노외 주차장,시간제 주차장,02-469-3318,96,유료,0,2400,0,2400,0,2400,무료,무료,70000,100,5,100,5,10000,37.53996228,127.0463849
성수2가3동 (건물)(구),성동구 성수동2가 299-19,노외 주차장,시간제 주차장,02-2204-7981,198,유료,0,2400,0,2400,0,2400,무료,무료,70000,100,5,100,5,10000,37.54913662,127.0551983
성수2가1동 (건물)(구),성동구 성수동2가 571-1,노외 주차장,시간제 주차장,02-2204-7981,165,유료,0,2400,0,2400,0,2400,무료,무료,70000,100,5,100,5,10000,37.53716718,127.0561968
강변(건물)(구),성동구 성수동1가 366-1,노외 주차장,시간제 주차장,02-2204-7981,107,유료,0,2400,0,2400,0,2400,무료,무료,70000,100,5,100,5,10000,37.53696583,127.0490425
용답동(건물)(구),성동구 용답동 4-1,노외 주차장,시간제 주차장,02-2248-1430,168,유료,0,2400,0,2400,0,2400,무료,무료,70000,100,5,100,5,10000,37.56458022,127.0543217
자양유수지(구),광진구 자양동 594-0,노외 주차장,시간제 + 거주자 주차장,,287,유료,0,2400,0,2400,0,2400,무료,무료,0,150,5,150,5,0,37.52934117,127.0775816
동서울 노외주차장(구),광진구 구의동 598-1,노외 주차장,시간제 주차장,,25,유료,800,1900,800,1900,0,0,무료,유료,100000,250,5,250,5,30000,37.53352007,127.0913292
구의1동 공영주차장(구),광진구 구의동 243-78,노외 주차장,시간제 + 거주자 주차장,02-453-2038,172,유료,0,2400,0,2400,0,2400,무료,무료,80000,150,5,150,5,0,37.53828214,127.0878917
능동공영주차장(구),광진구 능동 205-0,노외 주차장,시간제 + 거주자 주차장,02-447-9406,77,유료,0,2400,0,2400,0,2400,무료,무료,0,75,5,75,5,0,37.55402858,127.0802703
화양동 공영(구),광진구 화양동 63-2,노외 주차장,시간제 주차장,,44,유료,0,2400,0,2400,0,2400,무료,무료,80000,150,5,150,5,0,37.54530284,127.0712188
자양4동 공영(구),광진구 자양동 5-5,노외 주차장,시간제 주차장,,86,유료,0,2400,0,2400,0,2400,무료,무료,100000,150,5,150,5,0,37.53867795,127.0682434
외대역주차빌딩 공영(구),동대문구 이문동 306-14,노외 주차장,시간제 주차장,,84,유료,0,2400,0,2400,0,2400,무료,무료,170000,500,10,500,10,0,37.59504107,127.0626248
청량리동 노외주차장(구),동대문구 청량리동 51-4,노외 주차장,시간제 + 거주자 주차장,02-2247-9664~6,26,유료,900,1900,900,1900,900,1900,무료,무료,0,1000,60,0,0,10000,37.58404715,127.0490188
장영당길 공영주차장(구3동)(구),동대문구 답십리동 484-7,노외 주차장,시간제 + 거주자 주차장,02-2247-9664~6,193,유료,900,1900,900,1900,900,1900,무료,무료,0,1000,60,0,0,10000,37.56865003,127.0531628
동답 공영주차장(구),동대문구 답십리동 2-283,노외 주차장,시간제 + 거주자 주차장,02-2247-9664~6,67,유료,900,1900,900,1900,900,1900,무료,무료,0,1000,60,0,0,10000,37.56938534,127.0635549
회기동 공영주차장(구),동대문구 회기동 1-1,노외 주차장,시간제 + 거주자 주차장,02-2247-9664~6,100,유료,900,1900,900,1900,900,1900,무료,무료,0,1000,60,0,0,10000,37.59208429,127.0554514
청량리동 공영주차장(구),동대문구 청량리동 435-0,노외 주차장,시간제 + 거주자 주차장,02-2247-9664~6,67,유료,900,1900,900,1900,900,1900,무료,무료,0,1000,60,0,0,10000,37.58544944,127.0445522
늘봄주차장(구),중랑구 면목동 22-12,노외 주차장,시간제 주차장,02-437-1987,72,유료,0,2400,0,2400,0,2400,무료,무료,50000,100,5,100,5,0,37.58985533,127.0964356
용마폭포공원공영주차장(구),중랑구 면목동 1-4,노외 주차장,시간제 + 거주자 주차장,,119,유료,900,2100,900,2100,0,0,무료,무료,70000,100,5,100,5,0,37.57337582,127.0911424
까치공원공영주차장(구),중랑구 면목동 570-0,노외 주차장,시간제 주차장,080-490-3894,90,유료,0,2400,0,2400,0,2400,무료,무료,50000,100,5,100,5,0,37.58344393,127.0873474
은행나무공영주차장(구),중랑구 면목동 107-5,노외 주차장,시간제 주차장,,97,유료,0,2400,0,2400,0,2400,무료,무료,50000,100,5,100,5,0,37.58701918,127.0914957
면목5동공영주차장(구),중랑구 면목동 162-22,노외 주차장,시간제 주차장,02-432-4174,67,유료,0,2400,0,2400,0,2400,무료,무료,50000,100,5,100,5,0,37.58296438,127.080075
봉화산역(남)(시),중랑구 신내동 647-0,노외 주차장,시간제 주차장,02-2648-8292,85,유료,900,2200,900,2200,900,2200,무료,무료,30000,50,5,50,5,0,37.61642995,127.0919719
동원시장공영주차장(구),중랑구 면목동 74-33,노외 주차장,시간제 주차장,,26,유료,0,2400,0,2400,0,2400,무료,무료,50000,100,5,100,5,0,37.58987969,127.0931487
상봉2동공영주차장(구),중랑구 상봉동 110-38,노외 주차장,시간제 주차장,02-1577-3325,83,유료,0,2400,0,2400,0,2400,무료,무료,50000,100,5,100,5,0,37.59305102,127.084216
중화1동공영주차장(구),중랑구 중화동 29-2,노외 주차장,시간제 주차장,02-438-7489,130,유료,0,2400,0,2400,0,2400,무료,무료,50000,100,5,100,5,0,37.60270927,127.0816571
시네마빌딩공영주차장(구),성북구 돈암동 538-59,노외 주차장,시간제 주차장,070-8644-8323,100,유료,0,2400,0,2400,0,2400,무료,무료,86000,150,5,150,5,10000,37.59916723,127.014741
벤처빌딩(구),성북구 장위동 65-154,노외 주차장,시간제 주차장,,56,유료,0,2400,0,2400,0,2400,무료,무료,80000,150,5,150,5,10000,37.60939012,127.0532463
마을공원(구),성북구 장위동 77-79,노외 주차장,시간제 주차장,,98,유료,0,2400,0,2400,0,2400,무료,무료,96000,150,5,150,5,10000,37.61717024,127.0533551
광운대입구주차장(시),성북구 장위동 135-4,노외 주차장,시간제 주차장,,18,유료,900,1900,900,1500,0,0,무료,유료,60000,600,30,200,10,12000,37.61703576,127.0562091
장위3동공영주차장(한천로)(구),성북구 장위동 158-1,노외 주차장,시간제 + 거주자 주차장,,53,유료,900,1800,0,0,0,0,무료,무료,0,300,10,0,0,0,37.62091287,127.0525808
대지시장길 공영주차장(구),강북구 미아동 703-8,노외 주차장,시간제 주차장,02-944-3035,47,유료,0,2400,0,2400,0,2400,무료,무료,100000,200,5,200,5,10000,37.62016376,127.0203164
동방고개(구),성북구 장위동 230-110,노외 주차장,시간제 주차장,,66,유료,0,2400,0,2400,0,2400,무료,무료,80000,150,5,150,5,10000,37.61469255,127.0410032
송중동 공영주차장(구),강북구 미아동 48-1,노외 주차장,시간제 주차장,02-944-3038,53,유료,0,2400,0,2400,0,2400,무료,무료,100000,200,5,200,5,10000,37.61165492,127.0336362
시범 공영주차장(구),강북구 수유동 190-11,노외 주차장,시간제 주차장,02-944-3029,45,유료,800,2200,800,2200,900,1800,무료,무료,0,250,5,250,5,15000,37.64005648,127.0259585
오패산공영주차장(구),강북구 미아동 133-100,노외 주차장,시간제 주차장,02-944-3041,76,유료,0,2400,0,2400,0,2400,무료,무료,60000,150,5,150,5,10000,37.6221541,127.0311473
냉천길 공영주차장(구),강북구 미아동 756-1,노외 주차장,시간제 주차장,02-944-3040,103,유료,0,2400,0,2400,0,2400,무료,무료,100000,200,5,200,5,10000,37.62400561,127.0195385
인수동 공영주차장(구),강북구 수유동 126-0,노외 주차장,시간제 주차장,02-944-3045,89,유료,0,2400,0,2400,0,2400,무료,무료,100000,200,5,200,5,10000,37.63608367,127.0184499
도봉2동 법조타운 공영주차장(구),도봉구 도봉동 624-105,노외 주차장,시간제 + 거주자 주차장,02-901-5100,164,유료,900,1800,900,1800,900,1800,무료,무료,0,100,5,100,5,0,37.67364352,127.0464697
교통광장 공영주차장(구),강북구 우이동 265-0,노외 주차장,시간제 주차장,02-944-3027,56,유료,0,2400,0,2400,0,2400,무료,무료,100000,200,5,200,5,10000,37.66206284,127.0084832
창2동4공영주차장(구),도봉구 창동 582-22,노외 주차장,시간제 + 거주자 주차장,02-2091-4215,82,유료,900,1800,900,1800,900,1800,무료,무료,0,100,5,100,5,0,37.64124421,127.0362985
수락산역 환승주차장(시),노원구 상계동 1268-0,노외 주차장,시간제 주차장,02-2290-6407,158,유료,0,2400,0,2400,0,2400,무료,무료,65000,100,5,100,5,0,37.67902582,127.0559142
수색동공영주차장(구),은평구 수색동 78-2,노외 주차장,시간제 주차장,02-372-7556,111,유료,0,2400,0,2400,0,2400,무료,무료,70000,100,5,100,5,0,37.58049896,126.8989315
창동역(동)(시),도봉구 창동 1-9,노외 주차장,시간제 주차장,02-2290-6387,455,유료,0,2400,0,2400,0,2400,무료,무료,65000,100,5,100,5,28800,37.6543748,127.0490621
창1동 1공영주차장(구),도봉구 창동 657-37,노외 주차장,시간제 + 거주자 주차장,02-2091-4215,42,유료,900,1800,900,1800,900,1800,무료,무료,0,100,5,100,5,0,37.64713168,127.0371994
창3동 1공영주차장(구),도봉구 창동 504-21,노외 주차장,시간제 + 거주자 주차장,02-2091-4215,80,유료,900,1800,900,1800,900,1800,무료,무료,0,100,5,100,5,0,37.6331568,127.041342
새장골공영주차장(구),은평구 불광동 480-352,노외 주차장,시간제 주차장,02-355-5947,40,유료,0,2400,0,2400,0,2400,무료,무료,70000,100,5,100,5,0,37.62446275,126.9235464
건영백화점앞(구),노원구 중계동 507-0,노외 주차장,시간제 주차장,02-949-7705,137,유료,1000,2000,1000,1800,1100,1800,무료,무료,180000,250,5,250,5,16500,37.63958481,127.0651987
등나무근린공원(구),노원구 중계동 508-1,노외 주차장,시간제 주차장,02-949-7706,151,유료,1030,2100,1030,2200,0,0,무료,유료,180000,250,5,250,5,16500,37.64027756,127.0676992
응암3동공동주차장(구),은평구 응암동 580-4,노외 주차장,시간제 주차장,02-350-5188,160,유료,0,2400,0,2400,0,2400,무료,무료,70000,100,5,100,5,0,37.59345156,126.9153949
충현동 제1거주자우선주차장(구),서대문구 충정로2가 78-13,노외 주차장,시간제 + 거주자 주차장,02-360-8542~3,63,유료,1000,1900,1000,1900,1000,1900,무료,무료,0,50,5,50,5,0,37.56518547,126.9646069
갈현1동공영주차장(구),은평구 갈현동 9-112,노외 주차장,시간제 주차장,02-357-5947,61,유료,0,2400,0,2400,0,2400,무료,무료,70000,100,5,100,5,0,37.62648828,126.915338
공덕1-1 공영주차장(구),마포구 공덕동 11-243,노외 주차장,시간제 + 거주자 주차장,02-300-5041,81,유료,900,1800,0,0,0,0,무료,무료,0,1000,60,500,30,0,37.54738044,126.9609133
마포유수지(시),마포구 마포동 36-1,노외 주차장,시간제 + 버스전용 주차장,02-711-8851,508,유료,0,2400,0,2400,0,2400,무료,무료,130000,250,5,250,5,0,37.53890027,126.9426686
미근동노외(시),서대문구 미근동 267-3,노외 주차장,시간제 주차장,02)313-6449,27,유료,900,1900,900,1500,0,0,무료,유료,0,250,5,250,5,0,37.56225368,126.9683494
상암1 공영주차장(구),마포구 상암동 1621-0,노외 주차장,시간제 주차장,02-373-5401,141,유료,0,2400,0,2400,0,2400,무료,무료,100000,200,5,200,5,0,37.57727445,126.8972079
당곡주차장(구),양천구 신월동 482-11,노외 주차장,시간제 주차장,02-2644-1386,45,유료,0,2400,0,2400,0,2400,무료,무료,50000,50,5,50,5,0,37.52437054,126.8450986
누리주차장(구),양천구 신정동 323-13,노외 주차장,시간제 주차장,032-872-7278,20,유료,900,1900,0,0,0,0,유료,유료,70000,150,5,150,5,0,37.51540127,126.8627138
밝은빛주차장(구),양천구 신정동 323-18,노외 주차장,시간제 주차장,010-3904-1383,23,유료,900,1900,900,1900,0,0,무료,유료,100000,150,5,150,5,0,37.51619431,126.8613528
문화회관서측(구),양천구 신정동 323-25,노외 주차장,시간제 주차장,,23,유료,900,1900,900,1900,0,0,무료,유료,70000,150,5,150,5,0,37.51635934,126.8625557
하늘주차장(구),양천구 신정동 323-33,노외 주차장,시간제 주차장,,30,유료,900,1900,900,1900,0,0,무료,유료,100000,150,5,150,5,0,37.51523307,126.8615113
목동공영주차장(구),양천구 목동 915-0,노외 주차장,시간제 주차장,02-2644-1384,1022,유료,700,2200,800,1900,800,1900,무료,무료,70000,150,5,150,5,10000,37.52769446,126.8780567
망원1-1 공영주차장(구),마포구 망원동 418-39,노외 주차장,시간제 + 거주자 주차장,02-300-5041,68,유료,900,1800,0,0,0,0,무료,무료,0,1000,60,500,30,0,37.55602414,126.9000466
능골주차장(구),양천구 신월동 152-38,노외 주차장,시간제 주차장,02-2699-0742,61,유료,0,2400,0,2400,0,2400,무료,무료,50000,50,5,50,5,0,37.533186,126.8245522
어울림주차장(구),양천구 신정동 318-2,노외 주차장,시간제 주차장,,32,유료,900,1900,900,1900,0,0,무료,유료,100000,150,5,150,5,0,37.52216678,126.869297
염리 공영주차장(구),마포구 염리동 174-3,노외 주차장,시간제 주차장,02-300-5052,135,유료,0,2400,0,2400,0,2400,무료,무료,170000,250,5,250,5,0,37.54199792,126.9452373
문화회관동측(구),양천구 신정동 322-5,노외 주차장,시간제 주차장,02-2653-1384,80,유료,900,1900,900,1900,0,0,무료,유료,70000,150,5,150,5,9000,37.51706546,126.8638425
목2동 월촌(구),양천구 목동 525-0,노외 주차장,시간제 주차장,02-2643-2008,79,유료,0,2400,0,2400,0,2400,무료,무료,50000,50,5,50,5,0,37.54595116,126.874623
법마을공영주차장(구),양천구 신정동 1018-3,노외 주차장,시간제 주차장,010-9952-2436,18,유료,0,2400,0,2400,0,2400,무료,무료,50000,50,5,50,5,0,37.52165189,126.8605661
마을마당주차장(구),양천구 신월동 129-6,노외 주차장,시간제 주차장,02-2699-4027,114,유료,0,2400,0,2400,0,2400,무료,무료,50000,50,5,50,5,0,37.53065845,126.8332183
성산2-1 공영주차장(구),마포구 성산동 199-0,노외 주차장,시간제 + 거주자 주차장,02-300-5041,59,유료,900,1800,0,0,0,0,무료,무료,0,1000,60,500,30,0,37.56479289,126.9067217
한두공영주차장(구),양천구 목동 610-5,노외 주차장,시간제 주차장,02-2652-2637,39,유료,0,2400,0,2400,0,2400,무료,무료,50000,50,5,50,5,0,37.54876937,126.8662288
다락골주차장(구),양천구 신정동 1158-1,노외 주차장,시간제 주차장,070-7393-1131,102,유료,0,2400,0,2400,0,2400,무료,무료,50000,50,5,50,5,0,37.51614281,126.8496672
우리공영주차장(구),양천구 목동 907-8,노외 주차장,시간제 주차장,,40,유료,900,1900,900,1900,0,0,무료,유료,100000,150,5,150,5,0,37.53665073,126.8791772
웃우물 주차장(시),양천구 신정동 943-25,노외 주차장,시간제 주차장,02)2290-6311,79,유료,0,2400,0,2400,0,2400,무료,무료,100000,150,5,150,5,0,37.52379759,126.8514175
광장주차장(구),양천구 목동 907-19,노외 주차장,시간제 주차장,070-7119-2792,42,유료,900,1900,900,1900,0,0,무료,유료,100000,150,5,150,5,0,37.53545496,126.8793819
목동체비지(시),양천구 목동 908-26,노외 주차장,시간제 주차장,02-2642-6209,50,유료,800,2100,800,2100,800,2100,무료,무료,180000,250,5,250,5,0,37.53679353,126.8806468
달마을주차장(구),양천구 목동 532-18,노외 주차장,시간제 주차장,010-5318-0724,30,유료,0,2400,0,2400,0,2400,무료,무료,50000,50,5,50,5,0,37.54437302,126.8716376
망원2-1 공영주차장(구),마포구 망원동 428-5,노외 주차장,시간제 + 거주자 주차장,02-300-5041,62,유료,900,1800,0,0,0,0,무료,무료,0,1000,60,500,30,0,37.55778757,126.9015162
신정7동 한사랑교회 앞(구),양천구 신정동 324-11,노외 주차장,시간제 주차장,,125,유료,900,1900,900,1900,0,0,무료,유료,0,150,5,150,5,9000,37.51483512,126.8601753
한서 공영주차장(구),마포구 염리동 24-170,노외 주차장,시간제 + 거주자 주차장,02-300-5041,113,유료,900,1800,0,0,0,0,무료,무료,0,1000,60,500,30,0,37.552871,126.9493333
목3동 해운주차장(구),양천구 목동 711-6,노외 주차장,시간제 주차장,02-2061-788,64,유료,0,2400,0,0,0,0,유료,유료,50000,50,5,50,5,0,37.54193427,126.8651302
등촌 2-1주택가공영주차장(구),강서구 등촌동 531-5,노외 주차장,시간제 주차장,02-2645-1578,91,유료,900,1900,0,0,0,0,유료,유료,50000,50,5,50,5,2000,37.54982067,126.8613437
