업소 명	자치구 명	업종 명	업태 명	식품인증구분	식품인증 구분명	지도 Y좌표	지도 X좌표	전화번호	도로명상세주소	도로명주소코드	도로명주소	업소인증메뉴														
기소야서여의도점	영등포구	일반음식점	일식	4	저염실천음식점	37.52927205	126.9248927	02-783-7078	101 122동 (여의도동CCMM빌딩)	1.15603E+15	서울특별시 영등포구 여의공원로	유부우동국														
한우마을	성동구	일반음식점	한식	4	저염실천음식점	37.5700147	127.0387536	02-2291-0292	11 2층 (마장동 509-11)	1.12004E+15	서울특별시 성동구 고산자로24길	된장찌개														
왕돈까스 왕냉면	성동구	일반음식점	경양식	4	저염실천음식점	37.54714901	127.0444134	02-468-8848	107 지상1층 (성수동1가)	1.12003E+15	서울특별시 성동구 왕십리로	물냉면														
마장동한우촌	성동구	일반음식점	한식	4	저염실천음식점	37.57068419	127.0412759	02-2281-9292	68 (마장동지상1층 109 110 111 112 113 114호)	1.12004E+15	서울특별시 성동구 마장로35길	갈비탕														
제주복돈 사당점	서초구	일반음식점	한식	4	저염실천음식점	37.47669768	126.9835619	02-597-5882	12 1층 (방배동)	1.16504E+15	서울특별시 서초구 방배천로2길	갈비탕														
왕배화로	서초구	일반음식점	한식	4	저염실천음식점	37.47763472	126.9834938	02-588-8736	12-9 (방배동(지상1층))	1.16503E+15	서울특별시 서초구 방배천로	육수														
사조참치(사당역점)	서초구	일반음식점	일식	4	저염실천음식점	37.47669768	126.9835619	02-523-6754	12 지하1층 (방배동)	1.16504E+15	서울특별시 서초구 방배천로2길	미소된장국														
둥구나무 사당점	서초구	일반음식점	한식	4	저염실천음식점	37.47701107	126.9824765	02-525-0980	5-1 (방배동 8층)	1.16503E+15	서울특별시 서초구 방배천로	두부들깨탕														
신촌홍어집	마포구	일반음식점	한식	4	저염실천음식점	37.57833231	126.8953551	010 66331694	19-6 (상암동 1층)	1.14404E+15	서울특별시 마포구 매봉산로2길	홍어탕														
대가 가마솥 순대국	노원구	일반음식점	한식	4	저염실천음식점	37.66401786	127.0678668	02  939 8592	452 2층 (상계동)	1.13503E+15	서울특별시 노원구 한글비석로	순대국														
뽕잎사랑샤브샤브	동작구	일반음식점	한식	4	저염실천음식점	37.50380636	126.9377523	  02 8214545	166 (상도동)	1.15903E+15	서울특별시 동작구 상도로	버섯전골														
할매복집	중랑구	일반음식점	한식	4	저염실천음식점	37.61771099	127.079233	02  979 7606	82 (묵동)	1.12603E+15	서울특별시 중랑구 공릉로	복국지리														
이.삼	동대문구	일반음식점	한식	4	저염실천음식점	37.5773828	127.0336495	1048001549	56 1층 (용두동)	1.12304E+15	서울특별시 동대문구 무학로36길	두부청국장국														
발우공양 고상	중구	일반음식점	한식	5	건강음식점	37.56733877	126.9852082	260308955	26 (수하동외 1필지 센터원빌딩 지하2층)	1.11404E+15	서울특별시 중구 을지로5길	발우세트 갈비탕														
원할머니보쌈	중구	일반음식점	한식	5	건강음식점	37.55401535	127.0098414	222357128	111 (신당동외5필지(지상1층))	1.11403E+15	서울특별시 중구 다산로	보쌈정식														
골목집	도봉구	일반음식점	한식	5	건강음식점	37.63319108	127.0419041	  02 9061599	19 (창동지상1층)	1.13204E+15	서울특별시 도봉구 우이천로4라길	닭볶음탕														
제일콩집	노원구	일반음식점	한식	5	건강음식점	37.61952122	127.0776491	  02 9727016	37-8 제일빌딩 12층 (공릉동)	1.13504E+15	서울특별시 노원구 동일로174길	순두부 콩비지														
이촌동 면옥	용산구	일반음식점	한식	4	저염실천음식점	37.52058779	126.967566	  02 7967775	17 (이촌동(지상1.2층))	1.11704E+15	서울특별시 용산구 이촌로54길	냉면														
(주)오금버드나무집	송파구	일반음식점	한식	4	저염실천음식점	37.50306149	127.1375678	  02 4088000	309 (오금동)	1.17103E+15	서울특별시 송파구 동남로	갈비탕														
큰맘할매순대국	동대문구	일반음식점	한식	4	저염실천음식점	37.57296864	127.0660816	010 34398009	233 1층 (답십리동)	1.12303E+15	서울특별시 동대문구 답십리로	순대국														
설담재	노원구	일반음식점	한식	4	저염실천음식점	37.65576237	127.0659101	9340069	521 (상계동정일빌딩 1층)	1.13503E+15	서울특별시 노원구 노해로	설렁탕														
명가원 설농탕	금천구	일반음식점	한식	4	저염실천음식점	37.46812073	126.898353	  02 8552800	388 (독산동)	1.15452E+15	서울특별시 금천구 시흥대로	갈비탕														
안동국시집 도람	송파구	일반음식점	중국식	4	저염실천음식점	37.51312567	127.1228956	  02 4136188	5 (방이동(12층))	1.17104E+15	서울특별시 송파구 위례성대로12길	잔치국수														
아리랑	송파구	일반음식점	한식	4	저염실천음식점	37.52228272	127.1165169	  02 4102114	448 2층 (방이동)	1.17103E+15	서울특별시 송파구 올림픽로	갈비탕														
대호갈비	송파구	일반음식점	한식	4	저염실천음식점	37.50946164	127.0793265	  02 4232500	83 (잠실동)	1.17103E+15	서울특별시 송파구 백제고분로	갈비탕														
오대가마솥순대국	중랑구	일반음식점	한식	4	저염실천음식점	37.59311174	127.0874863	02  22090022	131 1층 (상봉동)	1.12603E+15	서울특별시 중랑구 봉우재로	순대국														
옛가 칼국수	중랑구	일반음식점	분식	4	저염실천음식점	37.59212556	127.0751296	  02 4921555	39 (상봉동)	1.12604E+15	서울특별시 중랑구 중랑천로10길	칼국수														
망우찜쌈밥 본점	중랑구	일반음식점	한식	4	저염실천음식점	0	0	  02 4370175	8 (망우동)	1.12604E+15	서울특별시 중랑구 용마공원로2길	미역국														
정성본샤브수끼칼국수	중구	일반음식점	한식	4	저염실천음식점	37.567462	127.0074933	02  22695270	30 (을지로6가)	1.11404E+15	서울특별시 중구 을지로43길	샤브샤브육수														
원할머니 건강쌈밥 청계점	중구	일반음식점	한식	4	저염실천음식점	37.56962955	127.0232049	02  560 8646	201 (황학동 3층)	1.11403E+15	서울특별시 중구 난계로	맑은콩나물국														
아이러브 떡볶이	중구	일반음식점	분식	4	저염실천음식점	37.56319059	127.0147593	222327872	50 (신당동 성완빌딩 1층 1~7호)	1.11404E+15	서울특별시 중구 퇴계로76길	어묵탕														
신선설농탕	중구	일반음식점	한식	4	저염실천음식점	37.56374923	126.9854217	  02 7774531	56 (명동2가(1층))	1.11404E+15	서울특별시 중구 명동길	설농탕														
남원추어탕	중구	일반음식점	한식	4	저염실천음식점	37.56610348	127.0035768	222652394	14 (을지로5가)	1.11404E+15	서울특별시 중구 을지로38길	추어탕														
나주곰탕	중구	일반음식점	한식	4	저염실천음식점	37.56705445	126.9887126	  02 7311112	26 (수표동 1층 )	1.11404E+15	서울특별시 중구 을지로9길	나주곰탕														
향기고을	용산구	일반음식점	한식	4	저염실천음식점	37.53434845	127.0083815	200000000	18 (한남동(지상1층))	1.11704E+15	서울특별시 용산구 한남대로18길	청국장찌개														
한강회관	용산구	일반음식점	한식	4	저염실천음식점	37.52039845	126.9743488	  02 7909293	 10-3 2층	1.11704E+15	서울특별시 용산구 이촌로75길	갈비탕														
신선설농탕이태원본점	용산구	일반음식점	한식	4	저염실천음식점	37.53722834	127.0011767	  02 7938833	254 지상23층 (한남동)	1.11703E+15	서울특별시 용산구 이태원로	사골곰탕														
셰프테이너	용산구	일반음식점	경양식	4	저염실천음식점	37.53770396	126.9949129	  02798 4656	101 (이태원동(지하1층))	1.11704E+15	서울특별시 용산구 이태원로27길	스파게티소스														
사조참치	용산구	일반음식점	한식	4	저염실천음식점	37.54380612	126.9728155	  02 7963737	5-3 (남영동외18필지(지상1층))	1.11704E+15	서울특별시 용산구 한강대로84길	대구지리탕														
방태산	용산구	일반음식점	한식	4	저염실천음식점	37.52649079	126.9553726	  02 7188118	6 (이촌동(지상1층))	1.11704E+15	서울특별시 용산구 이촌로18길	갈비탕														
고인돌	용산구	일반음식점	한식	4	저염실천음식점	37.52856412	126.993108	  02 7979434	23 (이태원동(지하2층))	1.11703E+15	서울특별시 용산구 장문로	갈비탕														
한울푸드	영등포구	일반음식점	한식	4	저염실천음식점	37.53871734	126.8914277	226387100	149 (양평동5가우림라이온스밸리1차 A동 지하 101호)	1.15603E+15	서울특별시 영등포구 양평로	된장국														
바지락칼국수&amp;아구찜보쌈	영등포구	일반음식점	한식	4	저염실천음식점	37.53558617	126.9004112	226333112	7 지하1층 (당산동6가)	1.15604E+15	서울특별시 영등포구 양평로12길	바지락칼국수														
가시리 여의도점	영등포구	일반음식점	한식	4	저염실천음식점	37.52982517	126.9219688	  02 7840533	19 (여의도동2층1호)	1.15604E+15	서울특별시 영등포구 국회대로74길	쇠고기미역국														
함가네토종순대전문점	양천구	일반음식점	한식	4	저염실천음식점	37.5215591	126.8609005	226537717	11 (신정동)	1.14704E+15	서울특별시 양천구 은행정로6길	순대국														
채상궁	양천구	일반음식점	한식	4	저염실천음식점	37.52541474	126.8603503	  02 8769998	206 지상2층 (신정동)	1.14703E+15	서울특별시 양천구 오목로	샤브샤브														
닭한마리	양천구	일반음식점	한식	4	저염실천음식점	37.53546154	126.8292942	226070955	83 (신월동)	1.14704E+15	서울특별시 양천구 곰달래로5길	삼계탕(닭한마리)														
수협바다회상 잠실점	송파구	일반음식점	한식	4	저염실천음식점	37.51638252	127.1054768	22403102	62 지하1층 (신천동)	1.17103E+15	서울특별시 송파구 오금로	맑은된장국														
내고향횡성한우	송파구	일반음식점	한식	4	저염실천음식점	37.5122425	127.1083575	02  22153000	 66-3 지상1층	1.17104E+15	서울특별시 송파구 방이동	차돌된장찌개														
나주 곰탕	송파구	일반음식점	한식	4	저염실천음식점	37.51500138	127.1140895	  02423 2265	63 지상1층 (방이동)	1.17104E+15	서울특별시 송파구 오금로11길	나주곰탕 사골곰탕														
크래버 대게나라 잠실점	송파구	일반음식점	한식	4	저염실천음식점	0	0		165 지상1층 (방이동)	1.17103E+15	서울특별시 송파구 오금로	미소된장국														
청정옥	성동구	일반음식점	한식	4	저염실천음식점	0	0	  02 4683800	19 104호 (성수동1가 신한IT타워)	1.12004E+15	서울특별시 성동구 상원길	샤브샤브														
옛골토성 왕십리점	성동구	일반음식점	한식	4	저염실천음식점	37.55861287	127.0349992	222825292	8 (행당동(지상1층))	1.12004E+15	서울특별시 성동구 고산자로10길	김치찌개														
베아르시	성동구	일반음식점	뷔페식	4	저염실천음식점	37.56353313	127.0321085	 02 22993690	342 (도선동교보생명(지하1층))	1.12003E+15	서울특별시 성동구 왕십리로	꼬리곰탕														
마장골한우숯불구이	성동구	일반음식점	한식	4	저염실천음식점	37.56979497	127.0384048	02  22920092	40 2층 (마장동)	1.12004E+15	서울특별시 성동구 마장로31길	우거지탕														
달인의 족발	성동구	일반음식점	한식	4	저염실천음식점	37.56321551	127.0337925	222954000	37 (도선동)	1.12004E+15	서울특별시 성동구 무학로2길	콩나물국														
참이맛 감자탕	서초구	일반음식점	한식	4	저염실천음식점	37.50305646	127.0230079	010 52243778	10 1층 (서초동)	1.16504E+15	서울특별시 서초구 사평대로56길	감자탕														
육감	서초구	일반음식점	한식	4	저염실천음식점	0	0	  02 5848008	19 12층 (방배동 지상)	1.16503E+15	서울특별시 서초구 효령로	갈비탕														
옛날전통육개장 전문점 육대장 한방보쌈·전골	서초구	일반음식점	한식	4	저염실천음식점	37.49227838	127.01271	69597889	18 1층 (서초동)	1.16504E+15	서울특별시 서초구 서초대로50길	육개장														
h&apos; Garden(에이치가든)	서초구	일반음식점	뷔페식	4	저염실천음식점	37.50144408	127.0024744	02  21866885	160 1층 (반포동 팔래스호텔 )	1.16502E+15	서울특별시 서초구 사평대로	꽃게탕														
약초마을	서초구	일반음식점	한식	4	저염실천음식점	37.46678355	127.042833	02   5775551	3 (양재동1층)	1.16504E+15	서울특별시 서초구 강남대로2길	삼계탕														
소만옥	서초구	일반음식점	한식	4	저염실천음식점	37.49663327	127.0269141	  02 5879005	11 지하1층 (서초동)	1.16504E+15	서울특별시 서초구 서초대로74길	갈비탕														
서울만남의광장휴게소 한식당	서초구	일반음식점	한식	4	저염실천음식점	37.45964401	127.0426254	02  578 3372	73-71 (원지동 서울만남의광장휴게소 한식당)	1.16504E+15	서울특별시 서초구 양재대로12길	순두부찌개														
